chunk_id,hierarchy,title,content,keywords,question_predict,relevant_doc_ids,reference_answer
PCB02-P064-C076,Printed Circuit Board Inspection and Quality Control - PCB Failure Causes and Cures > Page 64,Moisture Control During PCB Receiving & Handling,"Measures for Moisture Control During Receiving & Handling – Ensure that each bag contains a HIC. Check HIC immediately (in controlled ambient). Verify HIC indicates an acceptable humidity level. – If HIC indicates that exposure time or humidity have been exceeded: re-bake to ensure dryness prior to usage. – Notify supplier if HIC indicates unacceptable levels. Measures for Moisture Control During Receiving & Handling – Verify that the HIC is authentic. Place PCBs in a low RH environment (<10% RH) after initial inspection and between assembly steps. Determine reuse of HIC and desiccants if returned to dry packaging with minutes. Measure and compar e state of LWC. Section – IV Testing and Inspection of Printed Circuit Boards Electronic Testing Equipment Digital meters – Multimeters – Specialized parametric meters, such as LCRs, high resistance meters, etc. Oscilloscopes, Spectrum Analyzers Curve tracer/Parameter Analyzers Time Domain Reflectometers Automated Test Equipment (ATE)","湿度指示卡, HIC, 低相对湿度, 重新烘烤, PCB, moisture control, handling, desiccant",来料接收时如果湿度指示卡(HIC)显示暴露时间或湿度已超标，应当采取什么措施？,"[""PCB02-P064-C076""]",应重新烘烤以确保干燥后方可使用，并通知供应商 HIC 显示不可接受的水平。
PCB02-P071-C083,Printed Circuit Board Inspection and Quality Control - PCB Failure Causes and Cures > Page 71,ESEM Capabilities and Limitations in PCB Analysis,"By eliminating the need for a conductive coating, ESEM allows imaging of delicate structures and permits subsequent energy-dispersive X-ray spectroscopy (EDS) compositional analysis. The ESEM can image wet, dirty, and oily samples. The contaminants do not damage the system or degrade the image quality. The ESEM can acquire electron images from samples as hot as 1500ºC because the detector is insensitive to heat. ESEM can provide materials and microstructural information such as grain size distribution, surface roughness and porosity, particle size, materials homogeneity, and intermetallic distribution. ESEM can be used in failure analyses to examine the location of contamination and mechanical damage, provide evidence of electrostatic discharge, and detect microcracks. Large samples have to be sectioned to enable viewing in a SEM or an E-SEM, due to the limited size of the sample chamber. Only black and white images are obtained. Image s can be enhanced with artificial color. Thus, different elements in the same area, having close atomic numbers may not be readily distinguished as in optical viewing. Samples viewed at high magnifications for extended periods of time can be damaged by the electron beam (e.g., fiber/resin delamination can be initiated this way). Areas having elements with large atomic number differences are not easily viewed simultaneously; increasing the contrast to view the low atomic number element effectively makes the high atomic number element appear white, while decreasing the contrast allows a clear view of the high atomic number element, the image of the low atomic number element is drastically compromised. Variations in the controllable pressure and gun voltage can allow samples to appear differently.","环境扫描电子显微镜, ESEM, 失效分析, 电子束损伤, 高倍观察, 样品损伤, failure analysis, electron beam",使用ESEM对样品进行高放大倍数长时间观察时，可能造成什么损伤？,"[""PCB02-P071-C083""]",样品可能被电子束损伤，例如引发纤维与树脂之间的脱层。
PCB02-P077-C090,Printed Circuit Board Inspection and Quality Control - PCB Failure Causes and Cures > Page 77,Grinding Damage Removal and Polishing Principles,"Damage Incremental Removal of Damage Each abrasive step leaves deformation. As abrasive size is reduced, less deformation is left behind. Deformation Coarse Grind Deformation Fine Grind Coarse Polish Fine Polish Grinding Steps ¾ The initial grinding surface depends on the condition of the cut surface – more damaged surfaces require coarser first-step grinding ¾ For excessive damage, re-sectioning with an abrasive or precision saw is recommended ¾ A single grinding step is adequate for most materials sectioned with an abrasive or precision saw ¾ Softer materials require multiple grinding steps and smaller abrasive size increments ¾ Remove damage with progressively smaller abrasive particle sizes ¾ With decreasing particle size: Depth of damage decreases 2. Removal rate decreases 3. Finer scratch patterns emerge Polishing Principles ¾ Further refinement of ground surface using resilient cloth surfaces charged with abrasive particles ¾ Depending on material characteristics, cloth selected may be woven, pressed or napped ¾ Commonly used abrasives are diamond and alumina ¾ The polishing process consists of one to three steps that: Remove damage from the last grinding step 2. Produce progressively finer scratches & lesser depth of damage 3. Maintain edges and flatness 4. Keep artifacts to an absolute minimum Polishing Time ¾ Each step must remove the surface scratches and sub-surface deformation from the previous step ¾ Increase time to increase material removal ¾ Smaller increments in abrasive size require shorter times at each step ¾ Increases in surface area may require longer times ¾ Too long times on certain cloths can produce edge rounding and relief 308","研磨, 抛光, 损伤深度, 磨料粒径, 材料准备, grinding, polishing, damage removal",在研磨过程中，随着磨料粒径逐渐减小，损伤深度会如何变化？,"[""PCB02-P077-C090""]",随着磨料粒径减小，损伤深度会减小。
PCB02-P084-C097,Printed Circuit Board Inspection and Quality Control - PCB Failure Causes and Cures > Page 84,Future Trends Affecting PCB Reliability,"Printed circuit board (PCB) quality and functionality are influenced by a variety of factors. The workshop provided overvi ew of mechanisms and analysis guidelines that can be implemented at different stages of PCB production. This information is inte nded to be used by board manufacturers, assembly houses and OEMs to prevent damage and to increase the quality and reliability of PCBs. What Does the Future Hold? Higher density boards (spacing is tighter) – Decreasing pitch, from Pm to 100Pm (or less), thicker boards Higher expectations of reliability – Rougher handling, harsher environments Higher circuit switching speeds – Makes the PCBs more susceptible to moisture ingress related reliability concerns. Bhanu Sood Safety and Mission Assurance (SMA) Directorate NASA Goddard Space Flight Center Phone: + (301) 286-5584","高密度板, 间距缩小, 湿气侵入, 电路开关速度, 可靠性, PCB, moisture ingress, reliability",未来PCB设计中，什么因素会使电路板更容易受到湿气侵入相关的可靠性问题？,"[""PCB02-P084-C097""]",更高的电路开关速度使PCB更容易受湿气侵蚀，从而引发可靠性问题。
PCB03-P011-C016,PCB Quality Metrics that Drive Reliability > Page 11,PCB供应商评估中的二次显微切片分析拒收率,"Significance of Printed Circuit Board Requirements The requirements and coupons are a “front door”. Examples: – Internal Annular Ring: Egregious violations indicate there may have been a serious problem in development of the board (layup or lamination). Other NCs don’t indicate any risk at all (example: application of IPC-6012 Rev B. v/s IPC-6012 Rev. D) – Negative etchback v/s positive etchback: Modern cleaning processes and flight experience result in equal reliability with both etchback conditions or no etchback. – Wicking of copper: Requirements are conservative based on broad statistics. A basic analysis of the board layout can indicate directly if there is risk or not, regardless of requirements violations. PCB Supplier Evaluation Study Study Objective – Evaluate a subset of GSFC PCB suppliers (direct or indirect) and corresponding PCB coupon microsection testing data. – Develop a methodology for data generation and collection to provide trend analysis Identifies/predicts violation of a process limit criteria (in case of an egregious NC). – Provide analysis for severity categories of the nonconformance. – Provide recommendations to the suppliers (i.e. supplier quality engineering, continuous process monitoring, quality metrics definition). Suppliers perform microsectioning and inspect per specifications. Secondary GSFC independent microsection analysis yielded 20-30% inspection rejects, caused by: – Screening escapes: Test sample quality not consistent Supplier microsection process, inadequate coupons – Requirement interpretations – Requirements flow-down issues Alternative specifications (MIL, ECSS)","GSFC, PCB供应商, 显微切片, 检验拒收率, 20-30%",根据片段，GSFC的独立二次显微切片分析发现的检验拒收率区间是多少？,"[""PCB03-P011-C016""]",20-30%。
PCB03-P015-C023,PCB Quality Metrics that Drive Reliability > Page 15,ENIG镍层不足的风险,"Internal Annular Ring Less Than 2. mil Contributors Drilled-hole pattern not matching the lands on the internal layers (Misregistration). Prelamination treatments that involve scrubbing or bending may stretch the thin laminate, which will then shrink after it is etched and baked dry. Application of specification or drawing notes. Better material selection of laminate, improved cleanliness, and reduction in the amount of volatiles. Confirm whether or not it is operator error. Update drawing notes to bring the notes in line with current industry maturity levels. ENIG (Au or Ni) Less than the Minimum Electroless nickel and/or immersion gold plating thickness (ENIG) is less than the minimum requirements ( micro-inches for Ni and micro-inches for Au). Johal, Kuldip, and Jerry Brewer. ""Are you in control of your electroless nickel/immersion gold process?."" Proc. Meng, Chong Kam, Tamil Selvy Selvamuniandy, and Charan Gurumurthy. ""Discoloration related failure mechanism and its root cause in Electroless Nickel Immersion Gold (ENIG) Pad metallurgical surface finish."" Physical and Failure Analysis of Integrated Circuits, 2004. Proceedings of the 11th International Symposium on the. IPC-4552 – Specification for Electroless Nickel/Immersion Gold (ENIG) Plating for Printed Circuit Boards Risk: (1) solderability and, (2) excessive dissolution of copper into the bulk solder (forming brittle intermetallic) when nickel is thin. ENIG Less than Minimum Contributors Improper cleaning of surfaces. Improper or inadequate rinsing. Bath parameters not being followed (pH and chemical). Bath temperature too low. Copper surface not clean of oil or inhibiting film. Re-clean copper using chemical cleaners or mechanical scrubbing Institute micro-etch step to improve cleaning","ENIG, 镍层厚度, 可焊性, 脆性金属间化合物, 风险",当ENIG的镍层厚度低于最低要求时，存在哪两种风险？,"[""PCB03-P015-C023""]",可焊性问题和铜过度溶解到焊料中形成脆性金属间化合物。
PCB03-P022-C037,PCB Quality Metrics that Drive Reliability > Page 22,Design of Experiment in Root Cause Analysis,"Time Domain Reflectometry (TDR) Electron Beam Testing – electron beam induced current (EBIC), – voltage contrast (VC), – cathodoluminescence (CL) Scanning Probe Microscopy Thermal Analysis Electrical testing of component and connector Scanning acoustic microscope and X-ray radiograph Decapsulation then optical microscope E-SEM, VC, and EBIC Destructive cross- section, E-SEM, and EDS Mechanical testing of internal components Shorts Opens Parametric shifts Contact resistance Package delamination Package cracking Wire sweep broken wire Wire fatigue Die cracking Corrosion SDDV and electromigration Die cracking or bond lift EOS/ESD Intermetallic growth Solder joint cracking and coarsening Part delamination and cracking Wire pull Bond shear Die shear Corrosion of leads Part deformation Package cracks Damaged solder joints Visual and light microscope examination of part Physical Analysis of Failure Site Root Cause Identification Testing may be needed to determine the effect of hypothesized factors on the failure. A design of experiment (DoE) approach is recommended to incorporate critical parameters and to minimize the number of tests. This experimentation can validate a hypothesized root cause.","root cause, design of experiment, DoE, physical analysis, failure site, testing",在根因识别过程中，推荐采用哪种实验方法来验证假设的根本原因？,"[""PCB03-P022-C037""]",推荐采用实验设计（DoE）方法，以纳入关键参数并最小化测试次数。
PCB03-P029-C046,PCB Quality Metrics that Drive Reliability > Page 29,PTH Circumferential Crack Failure Mode,"PTH Failures (cont.) Wall-Pad separation Pad delamination Board PTH Circumferential crack Pad corner crack Etch pit Ref: M., et al. ""Influence of selected design variables on thermo-mechanical stress distributions in plated-through-hole structures."" Journal of Electronic Packaging 114. (1992): Circumferential Cracking – Single Event Overstress Since the difference in the coefficient of thermal expansion (CTE) of the copper plating and the resin system in the PWBs is at least a factor of 13, stress exerted on the plated copper in the plated-through holes in the z-axis can cause cracking. M., et al. ""Influence of selected design variables on thermo-mechanical stress distributions in plated-through-hole structures."" Journal of Electronic Packaging 114. (1992): Single Event Overstress (cont.) Failure Mode – Complete electrical open Failure History – Primarily occurs during assembly; may not be detected until after operation Root-Causes – Excessive temperatures during assembly – Resin Tg below specification – Insufficient curing of resin – Outgassing of absorbed moisture – Plating folds – PTH wall recession – Resin-rich pockets adjacent to PTH – Insufficient mechanical properties of deposited copper – Plating voids – Etch pits – Insufficient PTH wall thickness Design Considerations to Avoid Fatigue Damage in PTHs PTH Spacing – Decreasing spacing improves mechanical reliability Aspect Ratio – Decreasing board thickness more effective than increasing hole diameter Plating Thickness – Increasing leads to increasing in fatigue strength Nonfunctional Internal Pads – Minimal effect. Results in localized stress relief; most effective when results in elimination of resin-rich areas Ref: Kapur, Kailash C., and Michael Pecht.","PTH, circumferential crack, overstress, assembly, failure mode, electrical open",由单次过应力引起的PTH圆周裂纹通常呈现什么失效模式？,"[""PCB03-P029-C046""]",完全电气开路。
PCB03-P034-C054,PCB Quality Metrics that Drive Reliability > Page 34,Fretting Corrosion Mechanism for Tin Alloy Contacts,"Intermittent Failures Due to Fretting Corrosion Tin alloys are soft metals on which a thin but hard oxide layer is rapidly formed. Being supported by a soft substrate, this layer is easily broken and its fragments can be pressed into the underlying matrix of soft, ductile tin-lead alloy. The sliding movements between contact surfaces break the oxide film on the surface and expose the fresh metal to oxidation and corrosion. The accumulation of oxides at the contacting interface due to repetitive sliding movements causes contact resistance to increase, leading to contact open. Tin based lead-free solders are expected to show similar fretting corrosion susceptibility as tin-lead solder coatings. Normal Force Initial Broken oxide films Micromotion New oxide films Fretting Amplitude New oxide films Micromotion Accumulated Oxide layer Ref: Pecht. ""Contact resistance and fretting corrosion of lead-free alloy coated electrical contacts."" Components and Packaging Technologies, IEEE Transactions on 29. (2006): Electrical Contact Resistance vs. Fretting Cycles 1000 10000 0. 1000 10000 Fretting Cycles Contact Resistance (m:) 100000 Failure Criterion Intermittents Ref: Pecht. ""Contact resistance and fretting corrosion of lead-free alloy coated electrical contacts."" Components and Packaging Technologies, IEEE Transactions on 29. (2006): 402- and Antler, Morton, and M. Drozdowicz. ""Fretting corrosion of gold-plated connector contacts."" Wear 74. (1981): Intermittent Failure Due to Improper Micro-via Plating in PCB A computer graphics OEM was experiencing intermittent failures on printed circuit boards with chip scale packages (CSPs) and ceramic ball grid array packages (CBGAs).","fretting corrosion, tin alloy, oxide layer, contact resistance, micromotion, intermittent",锡合金接触表面在微动腐蚀作用下如何导致间歇性断路？,"[""PCB03-P034-C054""]",滑动运动使表面氧化膜破裂并暴露新鲜金属，反复氧化和积累氧化物导致接触电阻升高，最终引起接触开路。
PCB03-P038-C061,PCB Quality Metrics that Drive Reliability > Page 38,THB失效分析中的电阻监测方法,"THB Failure Analysis Methodology for Biased MLCCs A Buehler MPC 2000 (with micron lapping film) was used to cross-section the MLCC. The MLCC (on a PCB) was mounted to a fixture using wax. Wires were soldered to the board, along with a kȍ series resistor. Resistance was monitored with a multimeter as the sample was moved ~ microns at a time while checking for a resistance change. Epoxy was added under the part to prevent buildup of metal debris, which could cause an inaccurate resistance value. OHM μm Metal Migration Between Electrodes μm SEM Image of Cross-sectionOptical Micrographs of Cross-section EDS Line Scan Showing Silver and Palladium in Area of the Metallic Bridge Ag Pd Counts Distance [μm] PdAg Background level of Ag electrode electrode EDS Map Showing Silver Migration and Voiding in Ceramic","THB失效分析, MLCC, 电阻监测, 横截面, 偏置MLCCs, Buehler MPC 2000",在偏置MLCC的THB失效分析中，如何监测截面过程中是否发生金属迁移导致的电阻变化？,"[""PCB03-P038-C061""]",在MLCC（安装在PCB上）的横截面过程中，通过焊接导线和一个kΩ级串联电阻，使用万用表监测电阻，样品每次移动微米级距离时检查电阻变化，并在元件下方添加环氧树脂防止金属碎屑堆积导致电阻值不准确。
PCB03-P045-C068,PCB Quality Metrics that Drive Reliability > Page 45,PCB外部视觉检查的显微镜技术,"External Visual Inspection Low power stereo macroscope (up to 65x) –O v e r v i e w – Package level – PCB level Typical stereo macroscope Higher power light optical microscopes Upright Analytical Techniques Environmental Scanning Electron Microscopy (ESEM) Energy Dispersive Spectroscopy (EDS) Thermo-mechanical Analysis Microtesting (Wire Pull, Ball Bond and Solder Ball Shear, Cold Bump Pull) Decapsulation / Delidding Dye Penetrant Inspection (Dye and Pry) Scanning Electron Microscopy Applications and Examples Excessive wicking of copper in PTHs of a PWB Separation at the interface between the copper plating and the fiber epoxy resin board interface Fiber/resin interface delamination Corrosion and intermetallic growth at the bondpad under the gold ball bond Stress-driven diffusive voidi ng and hillock formation of Al metallization lines Delamination at the die/die paddle interface Electrostatic discharge/electrical overstress","外部视觉检查, 立体显微镜, 光学显微镜, PCB, 放大倍率",根据文档，进行PCB或封装级外部视觉检查时可以使用哪些显微镜？,"[""PCB03-P045-C068""]",可以使用低倍立体显微镜（最高65倍）进行概览，以及更高倍率的光学显微镜。
PCB03-P052-C076,PCB Quality Metrics that Drive Reliability > Page 52,抛光过程中防止交叉污染的措施,"Polishing Principles ¾ Further refinement of ground surface using resilient cloth surfaces charged with abrasive particles ¾ Depending on material characteristics, cloth selected may be woven, pressed or napped ¾ Commonly used abrasives are diamond and alumina ¾ The polishing process consists of one to three steps that: Remove damage from the last grinding step 2. Produce progressively finer scratches & lesser depth of damage 3. Maintain edges and flatness 4. Keep artifacts to an absolute minimum Polishing Time ¾ Each step must remove the surface scratches and sub- surface deformation from the previous step ¾ Increase time to increase material removal ¾ Smaller increments in abrasive size require shorter times at each step ¾ Increases in surface area may require longer times ¾ Too long times on certain cloths can produce edge rounding and relief Additional Considerations ¾ Bevel mount edges to increase cloth life ¾ Clean specimens and holder between steps to prevent cross contamination of abrasives ¾ Ultrasonic cleaning may be required for cracked or porous specimens ¾ Dry thoroughly with an alcohol spray and a warm air flow to eliminate staining artifacts ¾ Remove polishing debris by rinsing cloth surface after use to increase cloth life Final Polishing Principles ¾ Removes remaining scratches, artifacts and smear ¾ Produces a lustrous, damage-free surface ¾ Maintains edge retention ¾ Prevents relief in multiphase materials 208","抛光, 交叉污染, 超声清洗, 样品准备, 磨料",在试样抛光过程中，为了防止不同磨料之间的交叉污染，应采取什么措施？,"[""PCB03-P052-C076""]",在每一步抛光之间必须清洁样品和夹具，对于有裂纹或多孔的试样可能需要超声清洗，以防止磨料交叉污染。
PCB03-P059-C083,PCB Quality Metrics that Drive Reliability > Page 59,根本原因分析报告的必备内容,"Failures with severe consequences (e.g., safety) may require processes (e.g., manufacturing, distribution) to be interrupted after discovery of the failure. Depending upon the identified root cause, processes interrupted may be re-started if corrective action (s) can be implemented that will prevent the recurrence of the failure, or sufficiently minimize its impact. Many of the failures having a direct impact on production require immediate corrective actions that will minimize downtime. Although many immediate actions may correct symptoms, – temporary solutions may not be financially justifiable over the “long haul”; and – there is a large risk that a temporary solution may not solve the problem. Verification Verification of the corrective action includes: verifying the approval and implementation of the corrective action; verifying a reduction in the incidence of failures; verifying the absence of new failures associated with the failure sites, modes, and mechanisms identified during the failure analysis. Root Cause Analysis Report The report should include the following information: History and conditions at the time of failure 3. Cause evaluated and rationale 5. Immediate corrective actions 6. Causes and long-term corrective actions 7. References and attachments 9. Investigating team description 10.Review and approval team description 11.Distribution list","根本原因分析报告, 纠正措施, 故障分析, 报告内容, 验证",根据文档，一份根本原因分析报告应包含哪些关键组成部分？,"[""PCB03-P059-C083""]",报告应包括：故障发生时的历史记录和条件、评估的原因和理由、立即纠正措施、长期纠正措施、参考和附件、调查团队描述、审核批准团队描述以及分发列表。
PCB04-P004-C001,The Value of Workmanship Standards > Page 4,质量保证中的可观察缺陷筛选,"[Workmanship] Quality Assurance: Quality Baseline: “Best we know how” to build quality in at low level of assembly – Screening for observable artifacts shown in the past to cause failure early in life (infant mortality) or when exposed to vibration, shock, and thermal cycling (“qualification”). – Guides (requires) manufacturers to processes known: to produce highly repeatable interconnects which haven’t failed to reduce un-screenable defects (latent defects) Cracked solder joint following exposure to high numbers of thermal cycles Corrosion product on cables from flux residue","质量保证, 可观察缺陷, 潜在缺陷, 早期失效, 焊接裂纹, 腐蚀, 筛选",在质量保证中，如何通过筛选来减少早期失效？,"[""PCB04-P004-C001""]",通过筛选过去显示会导致早期失效或在振动、冲击和热循环中暴露时失效的可观察缺陷，并引导制造商使用已知工艺来减少不可筛选的潜在缺陷。
PCB04-P009-C003,The Value of Workmanship Standards > Page 9,防止连接器错配的技术,"From NASA-STD-8739.4, para 7. Precautions shall be taken to prevent the mismating of connectors, caused by interchanging or by reversing, through one of the following techniques: Use of constraints that locate similar connectors built into interconnecting cables and harnesses so they cannot be interchanged (Requirement). Selection of different sizes for connectors to be located adjacent to each other (Requirement). Polarization or dissimilar keying of adjacent, similar connectors (Requirement). How do we ask for absence of defects due to poor engineering design?","连接器错配, 防错技术, NASA-STD-8739.4, 键控, 尺寸选择, 极化",根据NASA-STD-8739.4，应采取哪些预防措施防止连接器错配？,"[""PCB04-P009-C003""]",应通过以下技术之一防止连接器错配：使用约束使类似连接器无法互换；选择不同尺寸的相邻连接器；对相邻的类似连接器进行极化或不同键控。
PCB04-P012-C006,The Value of Workmanship Standards > Page 12,工艺变更的验证要求,"When major elements of the proven processes are changed (e.g., flux, solder paste, cleaning media or system, solder alloy or soldering system), validation of the acceptability of the change(s) shall be performed and documented in accordance with approved tests agreed upon between the Manufacturer and User. The change shall be approved by the User prior to use. Major elements may also pertain to a change in bare boards (including supplier), solder resist, or metallization. How do we ask for absence of defects due to uncontrolled processes? The Manufacturer shall develop and maintain operating procedures describing the reflow soldering process and the proper operation of the equipment. These procedures shall include, as a minimum, a reproducible time/temperature envelope including the flux and solder paste application procedures and coverage, drying/degassing operation (when required), preheating operation, controlled atmosphere (if used), solder reflow operation, and a cooling operation (see 4.15.2). These steps may be part of an integral or in-line system or may be accomplished through a series of separate operations. When PCAs are required to be subjected to additional mass reflows in excess of the documented manufacturing process plan, the reason for the additional processing shall be documented, and notification shall be provided to the User within hours.","工艺变更, 验证, 回流焊, 操作程序, 时间温度包络, 用户批准",当回流焊接工艺的主要元素发生变更时，应如何验证？,"[""PCB04-P012-C006""]",应按照制造商和用户批准的测试进行验证并文件化，变更须经用户事先批准。制造商还应制定并维护回流焊操作程序，包括可重复的时间/温度包络。
PCB04-P013-C007,The Value of Workmanship Standards > Page 13,供应商的培训和认证要求,"How do we ask for absence of defects due to uncontrolled processes? From NASA-STD-8739.4, para. The supplier shall assure that the design personnel are familiar with the requirements of this Standard, crimping, cabling, and harnessing techniques, and other pertinent requirements of the contract (Requirement). The supplier shall implement and document a training program which provides the necessary training of fabrication and inspection personnel in crimping, cabling, and harnessing requirements and techniques (Requirement). Use of equipment and procedures pertinent to their responsibilities in performance of the contract requirements shall also be documented (Requirement). The supplier is responsible for certifying and maintaining the certification of each individual who fabricates, inspects, or instructs. Commitment to using known good designs, materials, parts, processes, and trained personnel also streamlines failure root cause analysis and continuous improvement.","供应商, 培训, 认证, 设计人员, NASA-STD-8739.4, 制造, 检验",根据NASA-STD-8739.4，供应商在人员培训方面有什么要求？,"[""PCB04-P013-C007""]",供应商应确保设计人员熟悉本标准要求，实施并文件化培训计划，为制造和检验人员提供必要的培训，并负责认证和维持每个人员的认证状态。
PCB04-P015-C008,The Value of Workmanship Standards > Page 15,COTS Workmanship Exemption,"Commercial-off-the-shelf (COTS) NASA-STD-8739.6, para. 1.2.3, “The workmanship requirements of [NASA’s Workmanship Standards] do not apply to suppliers of commercial-off-the-shelf (COTS) items. Projects which use COTS hardware for applications described in 1.2. above are responsible for identifying and managing risk associated with hardware that was built without material controls, production methods, and/or quality inspections defined by the workmanship standards.” Source: www.gore.com Source: www2.l-3com.com","COTS, workmanship standards, NASA, requirements exemption, risk management, 商业现货, 工艺标准, 要求免除",根据 NASA-STD-8739.6 第 1.2.3 段，商业现货（COTS）供应商是否需要遵守 NASA 的工艺标准？,"[""PCB04-P015-C008""]",不需要，工艺要求不适用于 COTS 供应商，但使用 COTS 硬件的项目需识别和管理因缺乏工艺标准所控而引入的风险。
PCB04-P017-C009,The Value of Workmanship Standards > Page 17,工艺要求未遵守的原因,"Why don’t we always get compliance to Workmanship requirements? Failure to flow down requirements. The requirements are there but they do not get applied or they are not flown down to subcontracts. Hardware is “off-the-shelf” From ‘heritage’ NASA procurements which pre-date assurance requirements like Workmanship (includes subcontractors) Leveraging off of DoD, aeronautics, automobile, or commercial market where Workmanship requirements may not be uniformly applied. Supplier does not have the sophistication or volume to establish standard, qualified manufacturing processes University or other R&D interest Niche manufacturer; single source supplying item with unique performance Increasing absence of process engineering and packaging qualification testing. Dependence on design + fabrication using old or existing techniques. Destruct units are too expensive.","compliance failure, workmanship requirements, flow down, heritage, supplier capability, 合规失败, 要求传达, 遗留采购, 供应商能力",根据片段，哪些原因导致工艺要求经常未被遵守？,"[""PCB04-P017-C009""]",原因包括未将要求向下游分包商传达、使用历史遗留或货架产品、供应商缺乏建立合格制造工艺的能力、依赖旧技术且缺少工艺工程与封装验证等。
PCB04-P020-C012,The Value of Workmanship Standards > Page 20,经验操作员的成功路径,Experienced Operators Path to Success: Luck or Quality Assurance Process Used Before Process is Documented Process Parameters Controlled Product is Qualified Operators are Trained Defect Screening Design requires different or new manufac- turing techniques Luck avoids: Process may not be repeatable or known by everyone Process is operator- dependent and that operator is not available Produced items are not identical creating opportunity for false positive in reliability testing Untrained operators = uncontrolled variable No evidence that design is reliable Begin to see repeatable predictable outcomes Assurance ensures >>>>>> Representative Item is proven to be capable of application Defective items removed from population to be used in mission,"experienced operators, quality assurance, process control, training, defect screening, 经验操作员, 质量保证, 过程控制, 培训",根据片段，有经验的操作员通向可重复、可预测结果的路径更依赖于什么？,"[""PCB04-P020-C012""]",更依赖于质量保证过程，而非运气，具体包括过程文档化、参数控制、产品认证、操作员培训和缺陷筛选。
PCB04-P030-C014,The Value of Workmanship Standards > Page 30,工艺工程在缺陷预防中的角色,Defect prevention is highly dependent on Process Engineering though this role is not named in the Workmanship standards nor is training required. NASA’s business model draws them to some suppliers who are not positioned to comply with Workmanship requirements partially or in total. Attention to assurance vs. performance can help clarify risks associated with production lines which do not align with Workmanship requirements (What quality techniques are in place to keep defect rates very low?) Opportunities for requirements relief may exist when reliability engineering sorts through definitions of defects by relevant environment.,"defect prevention, process engineering, workmanship standards, NASA, supplier compliance, 缺陷预防, 工艺工程, 工艺标准, 供应商合规",在 NASA 工艺标准中，缺陷预防高度依赖什么角色？该角色在标准中是否被明确要求？,"[""PCB04-P030-C014""]",高度依赖工艺工程，但该角色在工艺标准中未被命名，也未被要求培训。
